jumlah_kartu,outstanding,limit_kredit,tagihan,total_pemakaian_tunai,total_pemakaian_retail,sisa_tagihan_tidak_terbayar,kode_cabang,rasio_pembayaran,persentasi_overlimit,rasio_pembayaran_3bulan,rasio_pembayaran_6bulan,skor_delikuensi,flag_kredit_macet,jumlah_tahun_sejak_pembukaan_kredit,total_pemakaian,sisa_tagihan_per_jumlah_kartu,sisa_tagihan_per_limit,total_pemakaian_per_limit,pemakaian_3bln_per_limit,pemakaian_6bln_per_limit,utilisasi_3bulan,utilisasi_6bulan
2,17977911,17000000,13648510,0,0,14174190,A,5.72,0.64,6.76,11.9,0,0,11.6,0,7087095,0.834,0,0.0281,0.073,1.08,0.735
2,1812920,3000000,377010,0,247400,601941,F,101,0,100,105,0,0,5.58,247400,300971,0.201,0.0825,0.277,0.471,0.513,0.651
2,123042,9000000,119383,0,0,71628,A,0,0,53.2,109,0,0,9.5,0,35814,0.00796,0,0.0329,0.0327,0.0341,0.0862
4,12815523,90000000,7663984,0,1790888,8033616,A,10,0,75.4,100,0,0,15.7,1790888,2008404,0.0893,0.0199,0.0375,0.0595,0.119,0.0964
2,4830122,4000000,4860011,0,0,4725035,A,0,20.4,56.6,39.8,0,0,4.5,0,2362518,1.18,0,0.369,0.0625,1.11,0.596
2,6401288,8000000,1295789,0,1664560,0,G,200,0,150,167,0,0,4.42,1664560,0,0,0.208,0.25,0.394,0.786,0.8
2,882265,7000000,194975,0,851700,0,I,100,0,100,100,0,0,5.25,851700,0,0,0.122,0.178,0.453,0.278,0.378
2,4827850,5000000,4825172,0,0,4845923,K,0,0,23.9,40.4,0,0,2.5,0,2422962,0.969,0,0.13,0.217,0.873,0.847
2,23330,10000000,52868,0,0,40358,C,0,0,88.9,100,0,0,2.83,0,20179,0.00404,0,0.00359,0.00482,0.0105,0.00384
3,2847235,9000000,1252695,0,1560000,1211613,C,0,0,49.8,57.6,0,0,9,1560000,403871,0.135,0.173,0.115,0.334,0.136,0.282
2,21896734,20000000,22270432,0,0,21877917,A,0,9.48,29.4,100,0,1,2.92,0,10938959,1.09,0,0.188,0.552,1.06,0.987
2,3228989,3000000,3093000,0,0,3256035,I,0,7.72,9.82,10,0,0,7.5,0,1628018,1.09,0,0.0601,0.0801,0.876,0.906
2,8433049,14000000,1049218,0,0,2046655,A,99.9,0,34.8,39.4,0,0,0.75,0,1023328,0.146,0,0,0.159,0.669,0.847
2,73848,7000000,98412,0,0,0,F,100,0,33.2,255,0,0,1.67,0,0,0,0,0.00182,0.606,0.329,1.51
3,6382130,16000000,3315787,0,2779800,4981787,F,38.6,0,58.6,123,0,0,11.8,2779800,1660596,0.311,0.174,0.116,0.156,0.182,0.182
4,123429471,79000000,41690372,0,0,0,A,99.9,20.1,100,2948,0,0,2.58,0,0,0,0,0.348,0.411,1.4,1.27
2,3285217,3000000,3143600,0,0,3248810,A,0,9.59,21.4,33.9,0,0,7.42,0,1624405,1.08,0,0.133,0.0762,1.05,1.03
3,4989426,6000000,5006844,0,0,5000000,A,10.1,0,18.6,27,0,0,9.83,0,1667295,0.834,0,0.0445,0.11,0.663,0.684
2,5483803,6000000,1760153,0,0,5602136,A,100,0,62.6,65.4,0,0,2.92,0,2801068,0.934,0,0.233,0.498,1.29,1.3
7,37276099,58000000,31799398,0,0,32703950,A,0,0,14,23.7,0,0,8.92,0,4671993,0.564,0,0.0317,0.0836,0.596,0.623
2,10655619,10000000,5808204,0,0,8532957,E,0,3.02,50,50,0,1,0.917,0,4266479,0.853,0,0.11,0.0448,0.759,0.664
3,1955948,71000000,1718477,0,1708200,0,A,100,0,50,31.3,0,0,10.6,1708200,0,0,0.0241,0.0235,0.0135,0.128,0.334
2,11570320,15000000,2756602,0,8696313,4036479,A,84.5,0,81.3,61.9,0,0,5.33,8696313,2018240,0.269,0.58,0.29,0.269,0.336,0.33
2,2821457,3000000,2832353,0,0,2821907,I,10.9,0,30.3,8.05,0,0,2,0,1410954,0.941,0,0.15,0.278,0.926,1.02
3,79929942,74000000,65000000,0,0,74462952,F,0,4.5,11.3,7.66,0,0,9.83,0,24820984,1.01,0,0.00321,0.138,1.03,0.89
2,4403048,8000000,465739,0,0,842605,A,100,0,93.7,106,0,0,6.83,0,421303,0.105,0,6.91e-4,0.0762,0.515,0.692
2,3988290,4000000,3880591,0,15903,3933004,E,0,0,4.83,10.2,0,0,3.08,15903,1966502,0.983,0.00398,0,0.0514,0.909,0.915
2,136663,9000000,152937,0,0,0,A,0,0,25,58.7,0,0,13.1,0,0,0,0,0,0,0.00724,0.00205
2,49155,80000000,27680,0,9500,0,A,0,0,0,0,0,0,8.67,9500,0,0,1.19e-4,0,0,4.87e-4,6.67e-5
4,18136068,17000000,18289274,0,68000,18160054,A,16.5,6.6,22.9,41.2,0,0,12.6,68000,4540014,1.07,0.004,0.228,0.288,0.802,0.458
2,19139337,20000000,14379377,0,19197814,17000000,B,100,0,100,100,0,0,20.6,19197814,8495329,0.85,0.96,0.363,0.00195,0.352,0.0193
2,20560565,21000000,16452062,0,0,20518167,F,0,0,103,99.6,0,0,7.67,0,10259084,0.977,0,0.41,0.441,0.977,1.07
2,11749798,10000000,9875496,0,461998,8000000,I,15.8,10.9,38.9,54.4,0,0,2.17,461998,4000000,0.8,0.0462,0.432,0.0457,1.11,1.16
2,7739548,8000000,8742509,0,14000,7642898,J,0,0,53.1,75.5,0,0,5.25,14000,3821449,0.955,0.00175,0.299,0.4,0.905,0.831
4,62087196,120000000,11000000,0,14875000,0,A,100,0,100,100,0,0,16.7,14875000,0,0,0.124,0.158,0.227,0.496,0.45
2,614323,5000000,609251,0,0,0,A,0,0,50.1,91,0,0,5.5,0,0,0,0,0,0,0.0669,0.135
2,14602257,20000000,7439138,0,11119728,6408988,F,0,0,75,174,0,0,6.67,11119728,3204494,0.32,0.556,0.162,0.0667,0.389,0.541
2,2438448,3000000,20900,0,2158200,1306668,E,0,0,43.4,41.4,0,0,6.75,2158200,653334,0.436,0.719,0.228,0.119,0.436,0.846
2,632266,5000000,608583,0,0,625503,A,0,0,8.04,17.3,0,0,3.58,0,312752,0.125,0,0.0175,0.00295,0.098,0.0555
2,560750,52000000,528000,0,0,0,A,100,0,100,100,0,0,6.75,0,0,0,0,0.00992,0.00395,0.0183,0.0243
3,19703371,25000000,9180026,0,5074680,11446643,A,60.1,0,84.3,100,0,0,5.58,5074680,3815548,0.458,0.203,0.251,0.234,0.444,0.174
2,88734,4000000,72100,0,48233,148514,C,0,0,25,54.1,0,1,2.83,48233,74257,0.0371,0.0121,0.00869,0,0.0185,0.0223
3,3230201,3000000,2851852,0,0,3234565,A,0,7.75,5.07,6.67,0,1,1.08,0,1078188,1.08,0,0.0845,0.198,1.05,0.988
2,1474610,3000000,809854,0,917000,1352944,G,103,0,58.3,99.9,0,0,5.92,917000,676472,0.451,0.306,0.247,0.288,0.456,0.399
4,22447213,20000000,7659334,4500000,18000000,0,A,100,12.6,100,100,0,0,3.17,22505130,0,0,1.13,0.63,0.269,0.526,0.11
3,2516198,17000000,892560,0,0,1319783,F,0,0,75,100,0,0,13.4,0,439928,0.0776,0,0.0374,0.092,0.152,0.478
3,5178162,5000000,5178881,0,146161,5167194,A,10,3.67,19.1,15.5,0,0,7.67,146161,1722398,1.03,0.0292,0.0375,0.172,0.989,1.19
2,4589023,5000000,4575213,0,0,4557673,A,0,0,13.7,28.3,0,1,2.58,0,2278837,0.912,0,0.0967,0.13,0.845,0.75
2,5598076,5000000,2475468,0,627300,5675659,A,0,12.5,55,50,0,0,3.17,627300,2837830,1.14,0.125,0.476,0.29,0.762,0.526
5,7312319,5000000,7259341,0,267000,7314762,E,0,52.6,2.36,67.8,0,1,12.3,267000,1462952,1.46,0.0534,0,2.25,1.45,1.16
2,2877356,3000000,2426490,500000,146851,2886125,A,0,0,36.9,33.3,0,0,1,646851,1443063,0.962,0.216,0,0.645,0.922,1.04
2,8714582,38000000,8554844,0,766002,8882873,F,0,0,16,21.6,0,0,5.08,766002,4441437,0.234,0.0202,0.0669,0.0925,0.212,0.612
6,21895700,20000000,22850994,0,0,21458408,B,24.8,8.79,23.9,44.4,0,0,4.17,0,3576401,1.07,0,0.338,0.404,1.06,1.12
5,76482672,80000000,10757138,0,0,77592513,A,0,0,44.4,99.8,0,1,10.4,0,15518503,0.97,0,0.0586,0.188,1.02,1.03
2,3275569,3000000,3275822,0,0,3278506,A,0,9.39,9.71,14.9,0,0,0.75,0,1639253,1.09,0,0.0195,0.00556,0.999,1
2,3114230,3000000,1368979,0,1371850,3089035,A,100,3.76,75,61.6,0,0,4.75,1371850,1544518,1.03,0.457,0.417,0.173,0.811,0.248
4,22406750,19000000,13000000,0,2000000,15562398,A,20.7,13.5,50,24.4,0,0,27.4,2000000,3890600,0.819,0.105,0.398,0.14,0.759,0.478
2,507840,15000000,469442,0,500000,0,F,296,0,123,77,0,0,5.92,500000,0,0,0.0333,0.024,0.0271,0.0575,0.078
3,6349421,7000000,5972272,400000,24219,6493285,A,15,0,18.8,17.9,0,0,12.5,424219,2164428,0.928,0.0606,0.1,0.105,0.836,0.801
2,9106079,9000000,1959685,0,5355600,0,I,100,0,100,100,0,0,7.5,5355600,0,0,0.595,0.261,0.00556,0.544,0.132
4,48353555,49000000,5983322,0,2159114,62470128,I,100,6.53,89.3,74.4,0,0,14.3,2159114,15617532,1.27,0.0441,0.163,0.087,0.914,0.438
2,274816,10000000,246129,0,0,0,A,100,0,50,123,0,0,3.33,0,0,0,0,0.126,0.333,0.223,0.148
3,32513445,95000000,3078672,0,100000,6573010,A,100,0,100,101,0,0,9.75,100000,2191003,0.0692,0.00105,0.0676,0.00185,0.357,0.253
2,290035,5000000,267500,0,0,0,A,91.4,0,81.2,73.5,0,0,3.25,0,0,0,0,0.0934,0.244,0.141,0.663
2,3071970,3000000,3026000,0,0,3065970,F,0,2.33,71.1,50.2,0,0,6.5,0,1532985,1.02,0,0.502,0.76,1.09,1.01
2,24306288,21000000,17335531,0,0,23000000,A,0,15.9,11,14.8,0,0,13.4,0,11504479,1.1,0,0.114,0.194,1.16,1.25
2,4029420,4000000,4057024,0,0,4036918,E,17.3,0.73,12.6,40.4,0,0,10.6,0,2018459,1.01,0,0.0477,0,1.16,1.15
2,2781820,25000000,783583,0,1811212,0,A,100,0,109,100,0,0,9.67,1811212,0,0,0.0724,0.0305,0.0835,0.102,0.227
2,457677,10000000,149415,0,238000,0,F,100,0,100,100,0,0,5.25,238000,0,0,0.0238,0.0179,0.0251,0.0942,0.223
2,11358607,10000000,9894093,0,810930,11232231,C,12.5,13.6,50.6,100,0,0,0.917,810930,5616116,1.12,0.0811,0.339,0.545,1.04,0.603
2,6393331,8000000,6393331,0,772500,6354794,A,0,0,22.7,38.3,0,0,1.92,772500,3177397,0.794,0.0966,0.153,0.236,0.686,0.74
2,3182930,14000000,1073565,0,764300,0,A,100,0,99.7,50.8,0,0,6,764300,0,0,0.0546,0.023,0.0387,0.263,0.297
3,530106,3000000,178500,0,0,0,B,0,0,0,50,0,0,5.58,0,0,0,0,0.00242,0,0.249,0.004
2,8007956,8000000,7905406,0,0,0,A,100,1.95,100,133,0,0,1,0,0,0,0,0.456,0.614,1,1
2,4772857,5000000,2508242,0,20000,3934440,A,26.9,0,14.3,20.3,0,0,1.17,20000,1967220,0.787,0.004,0.166,0.167,0.906,0.558
4,38870884,200000000,43109118,0,49990,40472354,A,11.3,0,29.3,48.9,0,0,9.58,49990,10118089,0.202,2.5e-4,0.0447,0.0221,0.201,0.201
2,3265552,3000000,3216378,0,400000,3271390,I,42.2,8.38,14.3,56.5,0,1,1.08,400000,1635695,1.09,0.133,0.139,0.0535,0.94,0.833
3,1030817,9000000,870221,0,713700,0,A,100,0,104,100,0,0,11.8,713700,0,0,0.0793,0.101,0.0295,0.152,0.0371
4,20226844,20000000,775639,0,0,19651421,F,122,1.01,54.2,43.2,0,0,5.5,0,4912855,0.983,0,0.0579,0.488,1.06,1.24
2,19971376,18000000,17837137,0,0,20000000,A,16.4,12.9,55.4,100,0,0,6.75,0,10000000,1.11,0,0.25,0.0337,0.798,0.319
2,2387660,8000000,984477,0,2000000,0,F,0,0,22.3,39,0,0,3.17,2000000,0,0,0.25,0.053900000000000003,0.00688,0.0742,0.0143
6,8072002,30000000,5696156,1000000,2499061,0,E,100,0,50.1,99.7,0,0,12,3499061,0,0,0.117,0.0803,0.112,0.083,0.0685
2,9692509,10000000,1189582,0,6314913,2533332,A,104,0,100,100,0,0,1.83,6314913,1266666,0.253,0.631,0.419,0.57,0.694,0.663
2,4826589,5000000,448423,0,0,5231887,I,0,0,19.5,17.8,0,0,2.17,0,2615944,1.05,0,0.0346,0.1,0.955,1.07
2,14917653,15000000,15838954,300000,755000,14685902,A,18.5,0,12.7,14.5,0,0,0.75,1055000,7342951,0.979,0.0703,0.0763,0.073,1,0.958
3,42677458,45000000,16066278,0,11880877,38729978,A,35.3,0,29,43.7,0,0,6.17,11880877,12909993,0.861,0.264,0.375,0.0883,0.662,0.531
2,4347703,5000000,1712524,0,3000000,0,A,100,0,100,72.5,0,0,5.42,3000000,0,0,0.6,0.511,0.629,0.452,0.603
3,5639189,28000000,2384668,0,1779927,0,A,100,0,103,104,0,0,11.9,1779927,0,0,0.0636,0.0755,0.0537,0.188,0.46
2,149240,5000000,82098,0,62256,0,A,100,0,75,100,0,0,3.25,62256,0,0,0.0125,0.05,0.0651,0.0496,0.0152
2,5127272,5000000,5127044,0,0,5154543,F,0,2.35,25,66.7,0,1,0.917,0,2577272,1.03,0,0.308,0.347,0.738,0.322
3,7597432,7000000,8093539,0,816937,7446876,A,0,9.15,9.65,18.9,0,0,12.8,816937,2482292,1.06,0.117,0.127,0.16,0.98,0.63
2,4335478,10000000,1636490,0,0,4160511,A,0,0,27.3,77.8,0,0,2.83,0,2080256,0.416,0,0.05,0.859,0.387,1.2
3,4441807,5000000,4379953,0,0,4397146,E,0,0,14.2,15.9,0,0,1.08,0,1465715,0.879,0,0.1,0.106,0.871,0.801
2,7138031,15000000,2310480,0,1111269,0,A,100,0,100,100,0,0,1.67,1111269,0,0,0.0741,0.0286,0.226,0.5,0.736
1,1992796,5000000,425476,0,8332,0,A,112,0,86,40.4,0,0,9,8332,0,0,0.00167,0.0636,0.13,0.338,0.397
2,3778015,8000000,1264290,0,0,1718336,A,101,0,101,100,0,0,6.75,0,859168,0.215,0,0.0559,0.257,0.529,0.45
3,140653,3000000,149050,0,0,0,A,0,0,77.1,134,0,0,8,0,0,0,0,0.0905,0.24,0.119,0.355
2,3091519,5000000,3301373,100000,0,3049849,A,16.6,0,12.7,11.1,0,0,5.58,100000,1524925,0.61,0.02,0.0321,0.0353,0.677,0.69
6,37777300,79000000,34236681,0,5766425,38274562,A,0,0,10.2,64,0,0,10.7,5766425,6379094,0.484,0.073,0.0325,0.173,0.426,0.438
2,3314769,3000000,3217387,0,731700,3287420,B,0,10.5,75.4,66.7,0,0,1.42,731700,1643710,1.1,0.244,0.506,0.591,0.93,1.02
2,6322761,5000000,5358335,0,548999,5687777,A,17,26.5,19.6,20.1,0,0,6.08,548999,2843889,1.14,0.11,0.197,0.16,1.08,1.12
2,2299501,5000000,1069594,0,1093785,0,F,100,0,100,100,0,0,1.92,1093785,0,0,0.219,0.23,0.139,0.339,0.118
2,3919801,5000000,4419650,0,54000,4561958,A,9.99,0,10.4,14.2,0,0,0.833,54000,2280979,0.912,0.0108,0.00262,0.0499,0.965,1.04
2,3065016,3000000,2858079,100000,600000,3065016,E,18.8,2.07,12.9,15.4,0,0,6.58,700000,1532508,1.02,0.233,0.175,0.025,0.969,0.899
2,18413110,20000000,17480979,0,1303693,18000000,A,22.1,0,15.2,10.8,0,0,1.83,1303693,9018139,0.902,0.0652,0.0611,0.0659,0.958,0.955
3,4601927,5000000,3255004,0,1515500,3356381,A,50.1,0,78.6,46.3,0,0,8.92,1515500,1118794,0.671,0.303,0.4,0.524,0.828,1
2,5725606,5000000,866864,0,582999,0,B,100,16.3,106,105,0,0,6.5,582999,0,0,0.117,1.01,1.06,1.07,0.833
2,30849910,34000000,6365071,0,7324795,0,A,100,0,55.4,154,0,0,3.25,7324795,0,0,0.215,0.213,0.52,0.839,0.776
2,2855206,3000000,2015485,0,11544,0,B,100,0,25,29.2,0,0,4.25,11544,0,0,0.00385,0.247,0.238,0.795,0.965
2,9595094,10000000,149000,3380000,9888497,0,F,253,0,0,-30.3,0,0,4.75,13268497,0,0,1.33,0.24,0.236,0.243,0.129
3,1453836,42000000,812090,0,1026730,0,A,100,0,122,137,0,0,15.2,1026730,0,0,0.0244,0.0169,0.00832,0.0185,0.0431
2,13524521,10000000,13364683,0,0,13402572,B,0,65.1,10.9,9.88,0,0,6.42,0,6701286,1.34,0,0.065,0.09,1.4,1.41
2,8062114,10000000,1583951,0,189100,5586144,A,0,0,25,22.6,0,0,2.17,189100,2793072,0.559,0.0189,0.209,0.172,0.835,0.714
2,21002226,20000000,3153493,0,0,18375002,A,100,0,75.8,100,0,0,1.92,0,9187501,0.919,0,0.00307,0.332,1.2,1.17
2,1763594,5000000,469280,0,1101877,0,C,100,0,100,67,0,0,2.08,1101877,0,0,0.22,0.126,0.236,0.279,0.345
3,2331380,10000000,1089975,0,1873191,0,A,100,0,50,75.4,0,0,5,1873191,0,0,0.187,0.111,0.958,0.198,0.302
2,15342443,15000000,11147972,0,367997,12103745,A,18.5,5.95,39.1,99.8,0,0,5,367997,6051873,0.807,0.0245,0.156,0.222,0.82,0.562
5,91544961,90000000,91538961,0,1659070,86470257,A,10.5,0,27.2,55.8,0,0,13.8,1659070,17294051,0.961,0.0184,0.203,0.135,0.885,0.827
2,3087821,3000000,3086331,0,229800,3086257,E,12.5,2.88,8.45,43.4,0,0,2.75,229800,1543129,1.03,0.0766,0.101,0.33,0.971,0.712
2,222457,8000000,207258,0,198790,0,A,200,0,74.1,36.3,0,0,5.92,198790,0,0,0.0248,0.0309,0.044,0.0462,0.32
2,5659854,5000000,3515681,0,2101392,3533164,A,0,12.8,55.3,160,0,0,4.75,2101392,1766582,0.707,0.42,0.337,0.776,0.875,1.13
2,7318327,7000000,6777431,0,0,6883193,A,0,4.6,10.8,36.7,0,0,10.5,0,3441597,0.983,0,0.0809,0.296,0.948,0.781
3,3217728,3000000,3223607,0,0,3203875,B,0,7.35,23.5,58.5,0,0,3.83,0,1067958,1.07,0,0.141,0.519,1.04,1.02
2,4884668,40000000,4698270,0,1120835,6448227,A,63.2,0,91.4,101,0,0,8.75,1120835,3224114,0.161,0.028,0.0276,0.0173,0.156,0.262
2,16997685,15000000,16908940,0,0,15052969,A,0,13.9,29.1,73.8,0,0,6.17,0,7526485,1,0,0.185,0.169,1.12,0.935
2,2204765,56000000,1226780,0,630000,2345627,A,99.7,0,103,68,0,0,13.1,630000,1172814,0.0419,0.0112,0.00849,0,0.0345,0.0359
2,3704460,3000000,2179371,0,409640,3459064,B,49.1,0,25.8,5.87,0,0,7.75,409640,1729532,1.15,0.137,0.246,0.222,1.21,1.09
2,5707290,7000000,2668406,0,4118200,0,A,100,0,66,103,0,0,1.92,4118200,0,0,0.588,0.656,0.39,0.678,0.783
2,11924340,10000000,4477641,0,684300,10280748,A,30.9,12.8,50.6,51.2,0,0,6.58,684300,5140374,1.03,0.0684,0.359,0.533,1.11,0.693
2,6591967,7000000,6425165,0,0,6494255,NA,0,0,3.8,11.8,0,0,5.33,0,3247128,0.928,0,0.00642,0.0338,0.868,0.985
2,83673,10000000,64166,0,156,0,E,0,0,0,0,0,1,5.58,156,0,0,1.56e-5,1.39e-4,0,0.033,0.0185
3,22687506,20000000,20000000,2500000,594934,4874991,G,25.3,0,36.7,31.4,0,0,1.75,3094934,1624997,0.244,0.155,0.272,0.114,1.12,1.17
2,2224760,5000000,1721103,0,390725,2375929,J,9.76,0,53.2,100,0,0,3.33,390725,1187965,0.475,0.0781,0.177,0.0839,0.397,0.0813
2,41605,5000000,35386,0,14000,0,G,100,0,46.1,0,0,0,6,14000,0,0,0.0028,0.00282,0.0019,0.0146,0.0572
4,22406750,70000000,3364333,0,69000,11876799,F,100,0,119,66.7,0,0,8.58,69000,2969200,0.17,9.86e-4,0.0284,0.0865,0.386,0.474
2,950898,6000000,763537,0,201042,0,F,100,0,100,100,0,0,10.5,201042,0,0,0.0335,0.0964,0.111,0.293,0.334
2,159200,7000000,131893,0,0,0,F,0,0,0,0,0,0,7.33,0,0,0,0,0,0,0.00639,0.00158
2,8801752,8000000,8761683,0,8712650,8708333,A,100,10.3,35.3,53.5,0,1,0.833,8712650,4354167,1.09,1.09,0.285,0.0871,0.803,0.93
2,5525078,5000000,5527047,0,0,5554508,A,0,10.7,14.8,105,0,1,2,0,2777254,1.11,0,0.108,0.548,1.06,0.852
3,5942502,5000000,5949515,0,0,5953875,A,0,18.8,7.9,11.4,0,0,1.17,0,1984625,1.19,0,0.045,0.189,1.1,1.02
2,935001,9000000,370052,0,556382,0,J,101,0,100,100,0,0,7.42,556382,0,0,0.0618,0.0148,0.0331,0.0583,0.0305
2,14747065,20000000,13110868,0,5017900,13000000,C,31.9,0,54.6,56.4,0,0,2.5,5017900,6508307,0.651,0.251,0.232,0.659,0.567,0.545
2,628681,23000000,574833,0,0,625503,A,38.1,0,0,0,0,0,10.8,0,312752,0.0272,0,0.0107,0,0.0197,0.00539
3,621627,6000000,609251,0,450864,0,A,0,0,0,0,0,0,9,450864,0,0,0.0751,0.0669,0,0.0845,0
2,5404195,5000000,4868052,0,1015000,5303858,A,27.5,8.01,12.7,12.2,0,0,5.75,1015000,2651929,1.06,0.203,0.0866,0.0901,1.04,0.975
2,4847746,7000000,535666,0,0,0,A,98.3,0,61,25.3,0,0,1.58,0,0,0,0,0.194,0.0805,0.604,0.455
4,2890655,3000000,2896062,0,84000,2888658,G,0,0,12.2,21.3,0,0,7.92,84000,722165,0.963,0.028,0.128,0.142,0.911,0.679
2,3991587,5000000,5365371,0,0,4215988,A,0,0,15.7,24.8,0,0,5.67,0,2107994,0.843,0,0.103,0.141,0.995,0.926
2,4186836,5000000,997146,0,0,0,A,0,0,25,21.2,0,0,2.42,0,0,0,0,0.165,0,0.433,0.223
3,6115495,6000000,6127946,0,0,6159716,D,23.2,2.42,33.3,33.3,0,0,10.6,0,2053239,1.03,0,0.0364,0.47,1.01,0.855
2,2186520,6000000,2084781,0,4036,0,A,132,0,70.4,100,0,0,16.7,4036,0,0,6.73e-4,0.161,0.00386,0.231,0.0423
3,17649421,26000000,8352015,0,10450696,1193465,A,101,0,100,100,0,0,7.25,10450696,397822,0.0459,0.402,0.443,0.406,0.603,0.611
2,1837394,52000000,1857862,0,2023925,0,F,100,0,101,100,0,0,6.83,2023925,0,0,0.0389,0.038,0.0163,0.0271,0.169
2,143217,7000000,133935,0,12000,107663,A,0,0,58.5,71.8,0,0,7.5,12000,53832,0.0154,0.00171,0.0165,0.0449,0.056,0.232
2,3622005,3000000,3538102,0,0,3624968,I,0,20.4,95.4,141,0,1,6,0,1812484,1.21,0,0.677,0.23,0.787,0.466
2,11471061,10000000,2010255,0,0,8105871,A,100,15.2,81.9,20.6,0,1,2.08,0,4052936,0.811,0,0.513,0.527,1.02,0.897
2,8544437,12000000,1293917,0,0,0,H,37.2,0,100,100,0,0,5.83,0,0,0,0,0.309,0.162,0.432,0.468
4,8954632,7000000,8961122,0,0,8933096,H,14.2,78.7,15.6,10,0,0,10.4,0,2233274,1.28,0,0.223,0.348,1.07,0.709
2,6676071,8000000,6473591,0,1049900,6678021,K,35.1,0,26.4,14.7,0,0,2.33,1049900,3339011,0.835,0.131,0.141,0.141,0.736,0.728
2,3204824,3000000,1763823,0,1974569,0,A,100,6.91,74.7,99.7,0,0,1.75,1974569,0,0,0.658,0.536,0.311,0.797,0.248
2,4021426,4000000,3728622,0,135793,4065946,F,12.8,0.78,44.1,83.2,0,0,3.42,135793,2032973,1.02,0.0339,0.252,0.254,0.588,0.271
3,131540,25000000,129054,0,0,0,A,0,0,0,0,0,0,24.3,0,0,0,0,0,0,0.00265,0
2,29708390,29000000,26533181,0,3598000,29537766,D,24.2,2.24,28.4,36.8,0,0,15.4,3598000,14768883,1.02,0.124,0.202,0.303,1.01,0.999
2,3839624,4000000,3851616,0,0,3726616,I,17.3,0,7.27,66.7,0,0,8.83,0,1863308,0.932,0,0,0.345,0.983,0.961
2,55650,3000000,53904,0,0,3775,H,0,0,100,0,0,0,8.67,0,1888,0.00126,0,0,0,0.169,0.609
2,59998191,53000000,16386957,0,0,61083502,A,0,17.7,26.2,72.5,0,1,9.25,0,30541751,1.15,0,0.0575,0.629,1.08,1.04
2,6276917,15000000,632650,0,3060000,0,A,100,0,103,49,0,0,7.25,3060000,0,0,0.204,0.0576,0.172,0.173,0.347
3,751640,63000000,692134,0,2712,790828,A,37.8,0,13.8,19.2,0,0,11.8,2712,263609,0.0126,4.3e-5,0.00534,0,0.0108,0
5,879629,66000000,530790,0,102000,0,F,101,0,311,100,0,0,6.25,102000,0,0,0.00155,0.00473,0.00467,0.0055,0.00533
4,7255715,15000000,6394485,0,4332910,8107435,F,26.5,0,53.4,100,0,0,11.3,4332910,2026859,0.54,0.289,0.135,0.137,0.365,0.26
2,3668328,4000000,4342518,0,150000,3285773,A,0,0,19,28.7,0,1,1.08,150000,1642887,0.821,0.0375,0.0218,0.0784,0.933,0.948
2,40738279,55000000,7165899,0,269998,45488416,A,38.4,0,78,76,0,0,5.42,269998,22744208,0.827,0.00491,0.0537,0.112,0.979,1.44
2,142967,5000000,163000,0,0,0,A,0,0,0,144,0,0,3.17,0,0,0,0,0,0,0.0129,0
2,16307000,18000000,5412290,0,0,14165846,A,0,0,11.6,22.2,0,0,10.8,0,7082923,0.787,0,0.0162,0.0353,0.881,0.9
2,5848294,6000000,1785102,0,0,2096449,A,30.9,0,51.8,66.7,0,0,1.58,0,1048225,0.349,0,0.241,0.364,0.849,0.805
2,49978,9000000,49906,0,0,0,I,0,0,39.3,28.1,0,1,5.17,0,0,0,0,1.34e-4,0,0.0263,0.158
4,169381139,150000000,146000000,0,0,157000000,E,0,3.48,8.82,30.7,0,1,11.8,0,39359822,1.05,0,0.0568,0.0383,0.88,0.703
2,132589,5000000,123480,0,0,136895,A,95.7,0,75,82.8,0,0,2.17,0,68448,0.0274,0,0.0701,0,0.13,0.663
2,8890518,10000000,1224664,0,0,8270371,I,58.4,0.98,25.4,60.2,0,0,1.92,0,4135186,0.827,0,0.247,0.648,0.947,1.38
2,2571374,7000000,2408950,0,157950,2520642,F,100,0,100,100,0,0,6,157950,1260321,0.36,0.0226,0.141,0.154,0.456,0.349
2,5870222,5000000,5716778,0,20000,5889898,G,16.6,16.9,9.65,10.1,0,0,7.75,20000,2944949,1.18,0.004,0.0324,0.075,1.06,1.1
2,4419812,30000000,3901672,0,1669003,4845824,A,27.9,0,73.4,63,0,0,1.67,1669003,2422912,0.162,0.0556,0.0507,0.0149,0.079,0.0724
3,55720959,55000000,48660503,0,34324840,55000000,A,100,6.39,100,73.4,0,0,6,34324840,18344314,1,0.624,0.597,0.764,0.731,0.811
2,259181,47000000,253750,0,0,0,A,91.1,0,24.6,0,0,0,13.3,0,0,0,0,0.00134,0,0.00781,0
2,106000,6000000,70942,0,48205,139159,A,100,0,56.9,75.7,0,0,0.833,48205,69580,0.0232,0.00803,0.008,0.00803,0.0195,0.00828
5,360617,90000000,339285,0,0,0,A,0,0,0,0,0,0,10.1,0,0,0,0,1.06e-4,0,0.00143,0
2,7278579,18000000,3862644,0,2662314,6146011,A,45.4,0,68,100,0,0,8.5,2662314,3073006,0.341,0.148,0.108,0.0699,0.202,0.155
2,5003587,5000000,850386,600000,241400,3958335,A,52.4,0.25,34.7,66,0,0,0.75,841400,1979168,0.792,0.168,0.00399,0.164,0.933,1.15
